,short_name,age,nationality,club_name,overall,potential,value_eur,wage_eur,player_positions,release_clause_eur,team_position,contract_valid_until,pace,shooting,passing,dribbling,defending,Forward,Mid,Back,GK
16089,L. Chávez,19,Argentina,Gimnasia y Esgrima La Plata,58,77,275000,2000,"ST, RM",571000.0,RES,2023.0,61.0,61.0,51.0,65.0,30.0,60.27272727272727,56.4,41.1,11.2
16090,J. Consbruch,18,Germany,DSC Arminia Bielefeld,58,77,250000,1000,"CM, CDM",606000.0,SUB,2023.0,65.0,44.0,53.0,63.0,51.0,55.27272727272727,59.2,56.0,9.2
16091,N. Rovella,18,Italy,Genoa,58,77,250000,700,CDM,606000.0,RES,2024.0,60.0,44.0,61.0,62.0,52.0,56.0,59.6,57.0,10.2
16092,J. Cruz,17,Chile,Colo-Colo,58,77,250000,500,CAM,706000.0,SUB,2024.0,67.0,50.0,58.0,63.0,35.0,57.18181818181818,57.0,45.0,10.2
16093,C. Celesia,18,Italy,Torino,58,77,250000,2000,"CB, LB",581000.0,RES,2022.0,59.0,33.0,34.0,39.0,60.0,39.90909090909091,41.6,55.4,11.0
16094,A. Amoo,18,Nigeria,Hammarby IF,58,77,250000,500,RW,469000.0,RES,2024.0,87.0,47.0,47.0,66.0,22.0,55.27272727272727,52.6,38.2,9.2
16095,H. Büyükakgül,18,Turkey,Fatih Karagümrük S.K.,58,77,250000,850,CM,656000.0,RES,2021.0,67.0,51.0,60.0,61.0,45.0,59.09090909090909,60.4,54.1,7.8
16096,J. Ngouabi,17,France,Stade Malherbe Caen,58,77,230000,500,"CB, CDM",546000.0,RES,2023.0,59.0,27.0,41.0,38.0,56.0,39.63636363636363,44.2,56.3,8.2
16097,M. Daly,19,England,Huddersfield Town,58,76,275000,3000,"CM, CAM",694000.0,RES,2023.0,56.0,55.0,61.0,62.0,48.0,59.81818181818182,60.4,54.4,11.0
16098,W. Taïbi,18,France,Angers SCO,58,76,250000,1000,"CM, CAM",656000.0,RES,2022.0,56.0,48.0,62.0,64.0,41.0,57.54545454545455,60.0,49.6,10.2
16099,A. Tapsoba,18,Burkina Faso,Standard de Liège,58,76,275000,1000,ST,584000.0,RES,2021.0,82.0,62.0,43.0,59.0,21.0,57.72727272727273,51.0,38.1,8.0
16100,K. Harratt,18,England,Huddersfield Town,58,76,275000,2000,ST,694000.0,RES,2021.0,74.0,56.0,38.0,56.0,22.0,56.45454545454545,50.8,38.4,11.0
16101,J. Nishikawa,18,Japan,Cerezo Osaka,58,76,250000,500,"CAM, CF",481000.0,RES,2023.0,61.0,54.0,59.0,62.0,29.0,58.27272727272727,56.6,44.6,8.8
16102,T. Tamas,19,France,Montpellier HSC,58,76,250000,2000,LB,656000.0,RES,2022.0,70.0,32.0,38.0,49.0,57.0,42.63636363636363,44.6,55.1,10.2
16103,José Oliveira,18,Portugal,FC Paços de Ferreira,58,76,220000,500,GK,600000.0,RES,2021.0,45.75,33.0,31.25,43.0,19.0,33.0,38.0,33.3,56.0
16104,A. Cirkovic,18,Serbia,FC Admira Wacker Mödling,58,76,250000,700,LM,519000.0,LM,2024.0,72.0,55.0,52.0,61.0,26.0,57.18181818181818,54.8,43.4,10.8
16105,J. Valencia,20,Colombia,Racing Club de Lens,58,75,275000,5000,ST,722000.0,RES,2023.0,55.0,56.0,39.0,61.0,29.0,56.72727272727273,49.4,39.4,10.8
16106,E. Cabrera,20,Argentina,Newell's Old Boys,58,75,275000,2000,"CAM, RM",584000.0,RES,2023.0,61.0,62.0,47.0,61.0,23.0,59.90909090909091,54.0,39.3,8.8
16107,J. Soule,19,England,West Bromwich Albion,58,75,275000,7000,ST,722000.0,RES,2022.0,73.0,61.0,48.0,60.0,23.0,59.27272727272727,54.4,39.1,10.4
16108,R. Kehr,20,Germany,SpVgg Greuther Fürth,58,75,275000,1000,"LM, ST",598000.0,SUB,2022.0,77.0,57.0,51.0,59.0,27.0,59.0,54.8,42.8,11.0
16109,J. Rieckmann,19,Germany,SV Werder Bremen,58,75,250000,2000,"CB, CDM",581000.0,RES,2021.0,53.0,31.0,46.0,45.0,59.0,43.09090909090909,47.4,56.9,8.2
16111,N. Niemann,20,Germany,DSC Arminia Bielefeld,58,75,275000,3000,"ST, CAM",667000.0,RES,2024.0,78.0,56.0,54.0,69.0,27.0,61.63636363636363,59.8,46.4,10.8
16112,J. Zurbriggen,20,Argentina,Club Atlético Colón,58,75,275000,2000,ST,584000.0,SUB,2023.0,57.0,59.0,45.0,60.0,20.0,57.45454545454545,52.0,37.5,9.6
16113,A. Rowe,19,England,Huddersfield Town,58,75,275000,3000,RM,694000.0,RES,2022.0,72.0,52.0,52.0,64.0,24.0,56.90909090909091,54.2,40.2,11.2
16114,N. Korkmaz,18,Turkey,Kayserispor,58,75,250000,850,LM,656000.0,RES,2021.0,67.0,56.0,52.0,63.0,30.0,57.27272727272727,55.4,42.5,10.0
16115,N. Zohoré,19,France,FC Sochaux-Montbéliard,58,75,250000,550,CB,594000.0,SUB,2022.0,56.0,26.0,32.0,36.0,59.0,36.63636363636363,39.6,55.0,9.4
16116,D. Szelągowski,17,Poland,Raków Częstochowa,58,75,250000,500,ST,494000.0,RES,2025.0,73.0,55.0,46.0,60.0,18.0,58.54545454545455,53.6,38.1,11.4
16117,M. Żurawski,19,Poland,Pogoń Szczecin,58,75,275000,800,CM,543000.0,RCM,2022.0,68.0,51.0,57.0,58.0,47.0,58.36363636363637,60.4,56.6,10.4
16118,C. Saydee,18,England,Bournemouth,58,75,275000,1000,ST,694000.0,RES,2021.0,72.0,57.0,46.0,58.0,22.0,57.63636363636363,53.4,39.9,10.0
16119,D. Fernández,17,Paraguay,Sportivo Luqueño,58,75,250000,500,CM,694000.0,RES,2024.0,62.0,49.0,52.0,57.0,48.0,56.09090909090909,59.2,54.6,9.8
16120,G. Barès,19,Switzerland,FC Lausanne-Sport,58,75,250000,1000,"CDM, CM",519000.0,SUB,2021.0,56.0,47.0,59.0,60.0,52.0,55.27272727272727,59.0,57.9,10.0
16121,J. Sterner,18,Germany,Holstein Kiel,58,75,250000,1000,"CM, CAM",544000.0,RES,2021.0,64.0,45.0,60.0,64.0,45.0,58.18181818181818,60.8,55.0,9.2
16122,D. Borkowski,18,Germany,RB Leipzig,58,75,275000,3000,"ST, LW",639000.0,RES,2023.0,61.0,57.0,42.0,58.0,24.0,56.90909090909091,52.4,40.2,10.0
16123,B. Thomas,19,England,Burnley,58,75,250000,4000,CB,631000.0,SUB,2021.0,55.0,32.0,35.0,40.0,60.0,40.45454545454545,42.0,54.6,11.0
16124,J. Carrillo,18,Mexico,Santos Laguna,58,75,275000,2000,"ST, CAM",639000.0,RES,2024.0,67.0,58.0,49.0,57.0,31.0,57.18181818181818,53.6,43.6,11.0
16125,A. Pyrka,17,Poland,Piast Gliwice,58,75,250000,500,RM,494000.0,SUB,2023.0,81.0,54.0,50.0,60.0,28.0,57.45454545454545,54.2,41.8,12.0
16126,L. Lemos,20,Uruguay,Liverpool Fútbol Club,58,75,250000,500,"CB, CDM",694000.0,RES,2024.0,60.0,35.0,41.0,48.0,57.0,45.18181818181818,49.8,57.6,11.2
16127,F. Schneider,17,Germany,1. FC Union Berlin,58,75,250000,600,"CM, CAM",606000.0,RES,2023.0,59.0,54.0,56.0,59.0,54.0,58.63636363636363,60.0,58.8,12.6
16129,Astals,18,Spain,CE Sabadell FC,58,75,275000,700,ST,598000.0,RES,2022.0,64.0,60.0,53.0,62.0,23.0,59.09090909090909,56.6,40.7,11.6
16131,A. Benedyczak,19,Poland,Pogoń Szczecin,58,74,275000,900,ST,543000.0,RES,2022.0,60.0,55.0,38.0,56.0,29.0,55.72727272727273,50.0,42.3,11.8
16132,R. Burton,20,Wales,Dinamo Zagreb,58,74,275000,500,"CM, CDM, CAM",777000.0,RES,2025.0,59.0,47.0,59.0,57.0,44.0,55.81818181818182,59.6,52.2,11.0
16133,L. Ntumba,19,France,Dijon FCO,58,74,230000,750,GK,604000.0,SUB,2021.0,28.0,28.25,19.25,24.25,13.666666666666666,24.0,26.8,24.8,57.2
16134,N. Okello,19,Canada,Toronto FC,58,74,250000,650,"CDM, CM",531000.0,RES,2021.0,73.0,42.0,52.0,56.0,51.0,55.90909090909091,58.0,57.9,8.2
16135,O. Antman,18,Finland,FC Nordsjælland,58,74,275000,1000,"CF, CM",516000.0,SUB,2024.0,68.0,47.0,54.0,66.0,35.0,58.45454545454545,59.2,48.2,8.8
16136,J. Barreto,20,Argentina,Patronato,58,74,275000,2000,ST,571000.0,SUB,2023.0,57.0,57.0,46.0,58.0,21.0,57.90909090909091,53.0,38.8,10.8
16137,D. Merola,20,Italy,Empoli,58,74,275000,500,"ST, CF, LW",763000.0,SUB,2022.0,57.0,58.0,44.0,57.0,24.0,57.0,51.6,38.9,7.6
16138,S. Kokovas,18,Greece,VfL Bochum 1848,58,74,240000,750,LB,534000.0,RES,2024.0,66.0,30.0,49.0,53.0,55.0,47.90909090909091,51.6,56.8,11.8
16139,N. Kupusović,19,Serbia,Eintracht Braunschweig,58,74,275000,2000,ST,598000.0,RES,2022.0,76.0,59.0,46.0,61.0,21.0,57.81818181818182,52.2,38.7,11.4
16140,J. Martin,18,England,Norwich City,58,74,250000,700,"LM, CAM",631000.0,RES,2023.0,73.0,54.0,55.0,59.0,28.0,57.18181818181818,55.4,42.2,10.0
16141,Guille Amor,19,Spain,Getafe CF,58,74,275000,2000,CM,749000.0,RES,2021.0,58.0,57.0,58.0,61.0,43.0,58.81818181818182,59.6,50.5,10.2
16142,T. Axinte,20,Romania,Politehnica Iaşi,58,74,240000,750,GK,474000.0,GK,2021.0,19.0,27.25,17.0,19.5,11.333333333333334,19.0,21.8,19.6,56.8
16143,R. Philippe,19,France,Dijon FCO,58,74,275000,2000,ST,722000.0,RES,2022.0,54.0,61.0,46.0,55.0,22.0,56.72727272727273,52.2,39.1,9.0
16144,B. Traoré,18,Mali,FC Metz,58,74,250000,1000,CM,656000.0,RES,2024.0,57.0,43.0,58.0,58.0,58.0,54.09090909090909,58.8,59.5,11.8
16145,M. Isais,19,United States,Club León,58,74,275000,2000,RW,639000.0,RES,2024.0,67.0,61.0,50.0,61.0,29.0,58.27272727272727,53.4,40.3,11.4
16146,L. Greno,17,Uruguay,Club Plaza Colonia,58,74,230000,500,CB,638000.0,SUB,2024.0,59.0,31.0,43.0,44.0,56.0,45.81818181818182,48.0,57.8,10.4
16147,H. Haugen,20,Norway,Viking FK,58,74,250000,600,RB,469000.0,SUB,2022.0,59.0,32.0,45.0,56.0,57.0,48.36363636363637,51.2,56.8,10.0
16148,C. Lungoyi,19,Switzerland,FC Lugano,58,74,275000,1000,"ST, LW",571000.0,SUB,2023.0,84.0,51.0,44.0,64.0,23.0,58.72727272727273,53.0,41.9,9.0
16149,I. Boura,19,France,Racing Club de Lens,58,74,250000,3000,LB,656000.0,RES,2023.0,69.0,27.0,38.0,55.0,59.0,45.09090909090909,47.6,55.7,12.8
16150,M. Schulze,19,Germany,SC Paderborn 07,58,74,230000,1000,GK,512000.0,RES,2022.0,41.0,27.75,16.5,24.75,11.0,23.636363636363637,24.4,23.4,57.2
16151,E. Montejano,18,Mexico,U.N.A.M.,58,74,275000,1000,ST,639000.0,SUB,2024.0,53.0,60.0,45.0,56.0,24.0,56.72727272727273,52.2,39.4,9.6
16152,M. Manhoef,18,Netherlands,Vitesse,58,74,240000,750,"LB, CM",510000.0,RES,2021.0,60.0,46.0,57.0,63.0,52.0,56.72727272727273,59.4,57.6,9.6
16153,P. Oro,17,Argentina,Club Atlético Huracán,58,74,250000,600,ST,519000.0,RES,2023.0,66.0,61.0,49.0,64.0,23.0,59.63636363636363,55.4,39.1,11.8
16154,R. Vita,19,France,ESTAC Troyes,58,74,250000,700,LB,594000.0,SUB,2024.0,66.0,31.0,41.0,56.0,56.0,48.36363636363637,50.0,55.3,9.2
16155,Diego Bri,17,Spain,Elche CF,58,74,250000,650,"LW, RW",706000.0,RES,2022.0,64.0,55.0,57.0,62.0,24.0,57.45454545454545,56.4,40.1,8.4
16156,H. Ashby,18,Scotland,West Ham United,58,74,240000,2000,"RB, CB",606000.0,RES,2022.0,68.0,33.0,45.0,52.0,53.0,48.90909090909091,50.6,56.0,10.2
16157,F. Irorere,18,Germany,Eintracht Frankfurt,58,74,250000,1000,CB,581000.0,RES,2021.0,61.0,30.0,38.0,41.0,58.0,41.36363636363637,43.6,55.7,10.0
16158,Y. Fortune,21,France,FC Sion,58,73,275000,4000,"RM, ST",571000.0,SUB,2022.0,73.0,57.0,47.0,63.0,27.0,59.54545454545455,55.4,42.9,10.8
16159,B. Hvidt,20,Denmark,Aarhus GF,58,73,275000,2000,"CDM, CM",516000.0,SUB,2021.0,51.0,45.0,53.0,58.0,55.0,53.09090909090909,56.2,57.9,9.8
16161,N. Awuku,20,Germany,Holstein Kiel,58,73,275000,2000,"RM, ST",598000.0,RES,2021.0,70.0,55.0,46.0,63.0,24.0,58.18181818181818,53.0,41.6,10.6
16162,J. Grayson,21,England,Blackburn Rovers,58,73,250000,4000,"CB, CDM",631000.0,RES,2021.0,67.0,39.0,53.0,58.0,55.0,52.09090909090909,56.2,58.8,10.6
16164,G. McAuley,20,Republic of Ireland,Bohemian FC,58,73,275000,500,"ST, LM, RM",598000.0,SUB,2020.0,65.0,57.0,47.0,56.0,20.0,57.18181818181818,53.4,40.5,10.8
16165,M. Guel,21,Ivory Coast,Valenciennes FC,58,73,275000,950,RW,653000.0,SUB,2023.0,81.0,54.0,47.0,63.0,26.0,56.90909090909091,53.0,41.6,10.0
16166,E. Watt,20,Scotland,Bradford City,58,73,275000,2000,CM,653000.0,LCM,2022.0,67.0,48.0,58.0,60.0,52.0,56.18181818181818,60.0,58.6,8.4
16167,L. Fadinger,19,Austria,TSV Hartberg,58,73,275000,900,CAM,571000.0,RES,2022.0,67.0,52.0,53.0,66.0,36.0,58.0,56.2,45.2,12.2
16168,J. Alvarado,20,Mexico,Monterrey,58,73,275000,5000,"ST, LM",612000.0,SUB,2023.0,53.0,60.0,51.0,59.0,35.0,58.63636363636363,56.4,46.0,11.0
16169,H. Tombakti,21,Saudi Arabia,Al Shabab,58,73,250000,3000,CB,581000.0,RES,2023.0,64.0,25.0,33.0,31.0,58.0,35.18181818181818,38.2,55.3,12.2
16170,J. Herrera,19,Mexico,Club Atlas,58,73,275000,2000,"ST, RW",639000.0,SUB,2023.0,75.0,57.0,50.0,56.0,28.0,57.90909090909091,54.0,42.7,8.6
16171,K. Isa,19,Argentina,Atlético Tucumán,58,73,275000,1000,ST,571000.0,SUB,2024.0,63.0,56.0,48.0,59.0,23.0,58.63636363636363,54.0,39.5,9.8
16172,E. Mosquera,19,Colombia,Independiente Medellín,58,73,275000,500,LM,763000.0,SUB,2021.0,75.0,55.0,49.0,63.0,17.0,59.0,53.6,38.0,8.0
16174,P. Bjur,20,Denmark,Brøndby IF,58,73,275000,2000,"LM, LWB",516000.0,SUB,2023.0,73.0,49.0,55.0,58.0,46.0,57.0,57.8,54.0,9.6
16175,M. Zylla,20,Poland,Śląsk Wrocław,58,73,275000,1000,"CAM, LM, RM",543000.0,RES,2024.0,74.0,51.0,53.0,63.0,38.0,58.54545454545455,58.6,51.3,10.4
16176,N. Alexandersson,18,Sweden,IFK Göteborg,58,73,250000,500,CAM,469000.0,SUB,2022.0,71.0,47.0,51.0,63.0,34.0,56.90909090909091,56.6,45.6,11.0
16178,M. Woledzi,18,Ghana,FC Nordsjælland,58,73,250000,600,CB,469000.0,SUB,2023.0,72.0,32.0,47.0,48.0,56.0,48.36363636363637,51.6,57.8,11.0
16179,P. Żuk,19,Poland,Wisła Płock,58,73,250000,550,"RB, RM",494000.0,SUB,2022.0,74.0,29.0,41.0,51.0,53.0,45.27272727272727,46.8,55.0,10.0
16180,A. Cáceres,20,Chile,Unión La Calera,58,73,275000,500,RM,543000.0,SUB,2024.0,75.0,52.0,50.0,64.0,25.0,56.90909090909091,54.8,41.5,8.6
16181,M. Ugarte,19,Uruguay,Centro Atlético Fénix,58,73,275000,500,"CM, CDM",763000.0,LDM,2024.0,75.0,49.0,56.0,62.0,49.0,59.90909090909091,61.6,57.4,10.6
16182,C. Messerer,18,Austria,SKN St. Pölten,58,73,250000,500,"CDM, CM",519000.0,SUB,2021.0,64.0,31.0,53.0,57.0,56.0,49.45454545454545,54.6,58.9,10.2
16183,A. Curruhinca,20,Argentina,Club Atlético Huracán,58,73,275000,2000,LM,571000.0,RES,2024.0,68.0,52.0,51.0,66.0,35.0,56.90909090909091,55.4,45.4,8.6
16184,M. Hosoya,18,Japan,Kashiwa Reysol,58,73,275000,800,ST,516000.0,RES,2021.0,73.0,57.0,40.0,58.0,28.0,56.63636363636363,49.8,39.8,8.8
16185,G. Facchineri,18,Canada,Vancouver Whitecaps FC,58,73,250000,500,CB,519000.0,RES,2024.0,56.0,41.0,46.0,53.0,58.0,51.81818181818182,54.0,58.0,12.6
16186,C. Pando,18,Peru,Cusco FC,58,73,250000,500,"RW, ST",694000.0,SUB,2021.0,68.0,58.0,51.0,58.0,23.0,58.0,53.8,40.4,9.8
16187,D. Romero,17,Argentina,Club Atlético Talleres,58,73,250000,550,ST,531000.0,RES,2020.0,59.0,62.0,41.0,60.0,20.0,57.36363636363637,51.4,37.3,9.0
16188,A. Carboni,19,Italy,Cagliari,58,73,250000,2000,"CB, LB",606000.0,SUB,2022.0,54.0,28.0,43.0,46.0,60.0,42.27272727272727,46.6,57.2,10.8
16189,N. Touglo,18,Germany,Fortuna Düsseldorf,58,73,250000,1000,CB,556000.0,SUB,2023.0,61.0,30.0,36.0,35.0,60.0,38.90909090909091,40.6,54.8,11.2
16190,J. Reid,18,Scotland,Ross County FC,58,73,240000,500,LB,570000.0,LB,2021.0,71.0,34.0,47.0,55.0,55.0,50.45454545454545,53.2,57.1,11.8
16191,M. Tanlongo,16,Argentina,Rosario Central,58,73,250000,500,RM,531000.0,RES,2022.0,64.0,53.0,53.0,62.0,33.0,56.72727272727273,56.0,46.1,9.4
16192,M. Sitek,19,Poland,Podbeskidzie Bielsko-Biała,58,73,275000,550,RM,543000.0,SUB,2023.0,74.0,47.0,55.0,59.0,24.0,55.36363636363637,54.8,40.7,10.4
16193,J. Bedeau,20,England,Scunthorpe United,58,72,250000,2000,CB,594000.0,LB,2021.0,70.0,37.0,46.0,53.0,56.0,49.72727272727273,51.8,58.5,9.0
16194,R. Barnett,20,England,Shrewsbury,58,72,275000,1000,"RM, RWB",653000.0,RES,2021.0,78.0,46.0,52.0,60.0,41.0,56.27272727272727,57.8,51.9,11.4
16195,J. Holsgrove,20,Scotland,RC Celta,58,72,275000,3000,"CM, RM, LM",749000.0,RES,2022.0,67.0,46.0,58.0,62.0,44.0,56.72727272727273,60.0,53.0,12.4
16196,G. Borello,21,Italy,Crotone,58,72,275000,2000,RW,667000.0,RES,2022.0,57.0,53.0,57.0,67.0,25.0,57.45454545454545,56.4,41.2,12.0
16197,A. Denny,20,England,Salford City,58,72,275000,2000,"CDM, RB",653000.0,SUB,2021.0,53.0,44.0,56.0,52.0,55.0,51.90909090909091,55.2,57.8,11.4
16199,R. Slater,20,England,Sheffield United,58,72,275000,4000,CM,694000.0,RES,2021.0,66.0,53.0,57.0,58.0,52.0,57.54545454545455,60.0,58.4,7.8
16200,B. Servania,21,United States,FC Dallas,58,72,275000,1000,"CM, CDM",584000.0,SUB,2021.0,62.0,52.0,58.0,62.0,50.0,58.09090909090909,60.0,56.3,10.2
16201,L. Vallier,21,France,Chamois Niortais Football Club,58,72,250000,800,LB,594000.0,SUB,2023.0,63.0,37.0,47.0,52.0,55.0,48.90909090909091,50.6,55.9,13.0
16202,J. Anthony,20,England,Bournemouth,58,72,275000,2000,ST,694000.0,RES,2021.0,71.0,57.0,45.0,60.0,21.0,57.81818181818182,53.4,39.9,10.4
16203,C. MacPherson,21,Scotland,St. Mirren,58,72,275000,1000,CM,653000.0,RCM,2022.0,68.0,47.0,58.0,61.0,57.0,57.27272727272727,60.0,62.3,10.4
16204,A. Grijalva,19,Mexico,Monterrey,58,72,250000,3000,CB,556000.0,RES,2023.0,54.0,31.0,31.0,37.0,61.0,37.18181818181818,39.0,54.6,9.8
16205,B. Vera,21,Colombia,Lecce,58,72,250000,500,CB,706000.0,SUB,2023.0,65.0,37.0,47.0,51.0,58.0,47.72727272727273,50.4,58.5,9.4
16206,Jo Jin Woo,20,Korea Republic,Daegu FC,58,72,250000,950,"CB, ST",469000.0,SUB,2023.0,56.0,28.0,29.0,33.0,60.0,35.63636363636363,37.0,53.5,11.2
16207,T. Nakamura,19,Japan,FC Tokyo,58,72,250000,900,RB,469000.0,RB,2022.0,62.0,31.0,48.0,52.0,51.0,48.36363636363637,52.8,56.8,8.6
16208,C. Blanco,21,Colombia,Atlético Nacional,58,72,250000,650,LB,506000.0,SUB,2023.0,67.0,34.0,48.0,58.0,52.0,51.36363636363637,53.6,56.2,9.8
16210,K. Jørgensen,20,Denmark,Lyngby BK,58,72,250000,1000,RWB,469000.0,SUB,2022.0,73.0,29.0,47.0,56.0,52.0,49.09090909090909,52.6,56.5,11.6
16211,K. Takahata,19,Japan,Oita Trinita,58,72,250000,500,"CB, LM",469000.0,RES,2022.0,71.0,34.0,56.0,60.0,58.0,54.36363636363637,57.2,60.1,10.6
16213,S. Grubač,20,Montenegro,Chievo Verona,58,72,275000,500,ST,763000.0,SUB,2023.0,51.0,58.0,44.0,52.0,30.0,55.09090909090909,50.8,43.0,10.2
16214,M. Barcola,21,Togo,Olympique Lyonnais,58,72,240000,4000,GK,606000.0,RES,2022.0,24.25,26.0,16.75,19.75,9.666666666666666,21.272727272727273,23.2,21.1,57.0
16217,L. Sopić,19,Croatia,FC Emmen,58,72,250000,650,CB,519000.0,RES,2021.0,63.0,29.0,43.0,47.0,57.0,43.09090909090909,48.2,57.5,10.6
16218,J. Rudoni,19,England,AFC Wimbledon,58,72,275000,850,CM,653000.0,SUB,2023.0,67.0,52.0,54.0,60.0,53.0,58.81818181818182,59.6,57.0,10.0
16219,F. Ginella,21,Uruguay,Los Angeles FC,58,72,275000,1000,"CM, CDM",584000.0,RCM,2022.0,70.0,49.0,53.0,64.0,48.0,60.09090909090909,60.4,54.7,8.4
16220,P. Kioso,20,DR Congo,Luton Town,58,72,250000,2000,"RB, CB",619000.0,SUB,2023.0,69.0,26.0,41.0,54.0,54.0,46.36363636363637,48.4,55.7,10.8
16221,M. Navarro,21,Venezuela,Chicago Fire,58,72,250000,900,"LB, LM",519000.0,LB,2022.0,69.0,29.0,45.0,56.0,55.0,47.81818181818182,51.6,55.6,10.2
16222,M. Cabral,19,Uruguay,Club Plaza Colonia,58,72,230000,500,GK,638000.0,SUB,2024.0,29.25,28.0,8.25,23.25,13.333333333333334,21.727272727272727,20.4,21.4,56.4
16223,S. Kawasaki,19,Japan,Gamba Osaka,58,72,275000,1000,"LM, ST",516000.0,RES,2023.0,72.0,49.0,56.0,58.0,23.0,55.18181818181818,54.8,41.2,9.6
16224,E. Kryeziu,20,Slovenia,Lechia Gdańsk,58,72,275000,1000,"CM, CDM",543000.0,SUB,2022.0,67.0,51.0,56.0,57.0,42.0,57.63636363636363,59.6,54.2,12.8
16225,D. Gorka,18,Germany,Fortuna Düsseldorf,58,72,220000,500,GK,490000.0,RES,2024.0,31.25,30.5,16.5,26.0,11.333333333333334,23.454545454545453,24.0,23.4,57.6
16226,M. Ntelo,19,Belgium,Standard de Liège,58,72,275000,2000,ST,584000.0,RES,2022.0,79.0,54.0,39.0,60.0,18.0,57.36363636363637,51.2,38.0,11.2
16227,J. Rabold,19,Germany,Karlsruher SC,58,72,250000,1000,RB,544000.0,SUB,2022.0,66.0,34.0,50.0,58.0,52.0,49.81818181818182,53.2,55.8,10.6
16228,Rafael Bandeira,19,Portugal,Amiens SC,58,72,250000,550,"RB, RM",606000.0,RES,2024.0,72.0,32.0,47.0,56.0,54.0,49.45454545454545,52.4,54.7,9.4
16229,E. Karakuş,19,Turkey,Medipol Başakşehir FK,58,72,275000,4000,ST,694000.0,RES,2023.0,56.0,59.0,40.0,56.0,32.0,56.27272727272727,51.2,43.0,12.6
16230,C. Türkmen,18,Turkey,Bayer 04 Leverkusen,58,72,250000,3000,"CM, CDM, CAM",581000.0,RES,2021.0,64.0,43.0,56.0,64.0,55.0,56.27272727272727,60.0,58.9,8.2
16231,Mésaque Djú,21,Portugal,West Ham United,58,71,250000,4000,"RM, LM",631000.0,RES,2022.0,73.0,54.0,47.0,61.0,28.0,58.81818181818182,54.2,44.2,9.2
16232,S. Pasquali,20,Australia,Western United FC,58,71,240000,500,"CM, CDM",450000.0,RCM,2020.0,63.0,49.0,59.0,63.0,54.0,58.72727272727273,60.8,57.3,10.0
16233,A. Damlu,20,Turkey,Yeni Malatyaspor,58,71,200000,1000,GK,525000.0,SUB,2021.0,24.75,26.5,13.25,24.75,11.666666666666666,18.727272727272727,19.6,22.3,56.6
16234,A. Elyounoussi,21,Norway,Sarpsborg 08 FF,58,71,250000,650,"RM, RWB",469000.0,RES,2020.0,78.0,48.0,49.0,62.0,48.0,56.45454545454545,56.6,53.7,12.2
16235,S. Duke-McKenna,19,Guyana,Queens Park Rangers,58,71,240000,1000,"RM, LM, RB",594000.0,RES,2021.0,70.0,46.0,55.0,62.0,39.0,56.90909090909091,56.6,48.2,10.2
16236,B. Maguire,22,Scotland,Motherwell,58,71,230000,1000,"CB, CDM",546000.0,RES,2021.0,54.0,26.0,31.0,32.0,60.0,34.45454545454545,37.6,54.3,10.6
16237,Javi López,19,Spain,Elche CF,58,71,240000,2000,"CM, CDM",678000.0,RES,2021.0,64.0,57.0,59.0,61.0,51.0,59.27272727272727,60.4,56.5,9.4
16238,L. Bürger,20,Germany,Eintracht Braunschweig,58,71,240000,2000,"CM, CAM",522000.0,SUB,2023.0,64.0,50.0,58.0,63.0,55.0,59.0,60.4,60.0,9.8
16239,A. Ahl Holmström,21,Sweden,Kalmar FF,58,71,250000,650,ST,469000.0,RES,2020.0,70.0,57.0,39.0,49.0,28.0,55.0,50.2,43.3,9.6
16241,I. Powell,18,Australia,Brisbane Roar,58,71,210000,500,LWB,394000.0,SUB,2021.0,76.0,49.0,52.0,59.0,52.0,58.72727272727273,58.6,56.8,11.0
16242,A. Sîntean,21,Romania,FC Hermannstadt,58,71,250000,1000,"RM, ST",494000.0,SUB,2024.0,71.0,55.0,51.0,59.0,17.0,57.72727272727273,54.2,38.3,11.2
16243,M. Zaiser,21,Germany,Bayern München II,58,71,230000,1000,"CDM, CAM, CM",477000.0,SUB,2021.0,65.0,42.0,49.0,59.0,56.0,52.54545454545455,55.6,59.0,8.8
16244,T. Sinclair,19,England,Mansfield Town,58,71,240000,2000,"LM, CAM, RM",570000.0,SUB,2021.0,80.0,55.0,53.0,59.0,28.0,57.45454545454545,54.8,43.7,10.0
16245,G. Bellodi,19,Italy,Milan,58,71,220000,3000,CB,512000.0,RES,2023.0,60.0,30.0,33.0,38.0,62.0,38.90909090909091,41.6,55.8,9.2
16246,M. Senger,20,Germany,FC St. Pauli,58,71,230000,2000,"CB, RB",500000.0,RES,2021.0,62.0,28.0,40.0,43.0,60.0,42.0,44.4,56.7,10.6
16247,Z. Ruggiero,19,Italy,Crotone,58,71,240000,1000,"CF, ST",582000.0,RES,2024.0,64.0,55.0,58.0,61.0,23.0,59.27272727272727,58.6,42.2,12.6
16248,E. Damergy,17,Tunisia,Stade Rennais FC,58,71,170000,500,GK,429000.0,RES,2024.0,36.0,25.5,12.5,24.0,9.666666666666666,21.90909090909091,23.0,21.9,55.8
16249,M. Adopo,19,France,Torino,58,71,240000,3000,"CM, CDM",558000.0,RES,2023.0,65.0,48.0,58.0,59.0,52.0,57.90909090909091,59.6,58.9,11.6
